user_id,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session
U003161,9,6,106.87,16.53,0.5582,0.4961,0.23,0.0,2,3,13
U003162,5,2,232.75,48.61,0.4509,0.6061,0.6427,0.2753,4,5,10
U003163,7,3,444.14,64.35,0.7421,0.3164,0.2865,0.7434,7,5,1
U003164,10,8,381.44,29.89,0.6462,0.349,0.7441,0.4412,9,2,4
U003165,12,5,343.36,31.85,0.471,0.5922,0.2667,0.4669,3,2,9
U003166,9,6,322.85,31.89,0.7625,0.2803,0.4559,0.3547,3,1,1
U003167,0,1,10.0,30.85,0.4855,0.4985,0.3205,0.1514,2,0,5
U003168,13,7,674.51,49.7,0.5544,0.5338,0.4965,0.462,7,1,0
U003169,13,8,561.73,42.65,0.644,0.5225,0.357,0.2999,5,6,9
U003170,7,3,113.68,14.42,0.5559,0.409,0.4376,0.1913,3,1,58
U003171,7,7,245.46,29.58,0.5307,0.5905,0.1914,0.0813,3,3,9
U003172,10,10,628.96,64.44,0.6219,0.3527,0.2699,0.5154,6,0,0
U003173,14,8,705.95,55.2,0.6555,0.3166,0.218,0.5921,4,4,7
U003174,29,24,1514.32,48.8,0.99,0.0838,0.8461,0.8336,13,2,4
U003175,2,1,56.34,30.63,0.4326,0.525,0.1303,0.3229,4,2,16
U003176,11,8,330.4,34.49,0.3695,0.6656,0.1033,0.3331,3,3,16
U003177,2,3,143.4,58.13,0.5453,0.487,0.1133,0.3134,3,0,21
U003178,12,5,307.13,27.08,0.5162,0.5356,0.4453,0.435,5,8,4
U003179,8,7,275.96,53.0,0.9619,0.0702,0.4805,0.4863,6,7,2
U003180,8,3,368.51,41.71,0.6683,0.3634,0.5917,0.3638,7,2,3
U003181,3,6,74.95,21.58,0.4279,0.6481,0.3996,0.4085,0,2,0
U003182,11,8,450.9,34.94,0.8389,0.0813,0.5174,0.483,4,5,10
U003183,5,1,260.89,48.55,0.99,0.0694,0.6932,0.8232,18,11,0
U003184,17,11,463.84,28.36,0.6701,0.3907,0.9649,0.5927,3,3,1
U003185,4,1,39.59,10.19,0.6463,0.4341,0.3091,0.172,2,0,2
U003186,20,15,602.96,36.73,0.6447,0.3322,0.7206,0.5617,6,8,6
U003187,15,10,612.22,44.93,0.6653,0.395,0.5818,0.3844,10,4,6
U003188,7,7,244.85,31.42,0.4593,0.5382,0.152,0.4116,1,2,3
U003189,5,1,199.6,33.61,0.388,0.6271,0.2706,0.3751,3,1,26
U003190,4,2,70.87,17.83,0.524,0.5369,0.5008,0.268,5,0,3
U003191,8,2,430.36,48.85,0.3637,0.6799,0.2812,0.3458,0,1,90
U003192,13,9,561.3,50.94,0.783,0.2775,0.8167,0.775,9,5,5
U003193,5,2,84.82,21.18,0.5674,0.5702,0.3311,0.33,2,3,33
U003194,6,5,209.57,34.32,0.5353,0.4984,0.4696,0.0,1,2,28
U003195,8,4,242.8,26.38,0.6906,0.4285,0.6825,0.6616,9,2,13
U003196,8,5,349.42,41.58,0.6659,0.4481,0.5682,0.2362,3,8,3
U003197,15,4,470.73,31.62,0.6755,0.3205,0.4936,0.2173,7,3,0
U003198,23,11,750.2,36.25,0.8174,0.2578,0.4237,0.5901,4,4,5
U003199,8,3,361.77,42.77,0.7787,0.3316,0.544,0.8232,6,6,3
U003200,33,23,1856.99,65.22,0.99,0.0518,0.7583,0.8527,5,8,4
U003201,5,6,88.54,19.0,0.6885,0.4302,0.2864,0.1232,4,1,9
U003202,17,16,625.64,37.36,0.7311,0.4083,0.483,0.4935,8,2,6
U003203,5,1,123.45,23.57,0.5942,0.4367,0.2,0.0168,1,1,9
U003204,7,2,223.1,30.31,0.6171,0.4749,0.5818,0.6047,9,6,0
U003205,20,9,996.05,45.0,0.6103,0.4488,0.3431,0.4115,10,6,7
U003206,11,3,516.61,43.17,0.79,0.2759,0.4215,0.6984,8,2,12
U003207,21,10,1124.52,55.05,0.7455,0.2381,0.6817,0.4768,8,4,2
U003208,7,7,302.13,40.6,0.5713,0.5374,0.3552,0.5679,4,3,18
U003209,4,1,84.03,21.5,0.584,0.3554,0.3523,0.1187,1,1,9
U003210,3,1,78.31,20.93,0.9002,0.1149,0.3877,0.5518,3,4,4
U003211,6,3,193.39,34.47,0.4866,0.5721,0.2048,0.4598,3,3,3
U003212,11,4,381.34,30.93,0.5336,0.572,0.0782,0.3682,4,1,12
U003213,11,5,139.42,10.96,0.6222,0.3923,0.5584,0.6647,2,3,11
U003214,17,8,1252.48,53.81,0.8299,0.2328,0.4463,0.542,9,1,0
U003215,32,17,1444.93,54.84,0.7035,0.2632,0.77,0.5963,6,5,2
U003216,7,6,334.08,48.63,0.5082,0.5837,0.0661,0.1412,1,2,8
U003217,6,2,257.85,35.21,0.5104,0.6041,0.3476,0.2796,4,2,2
U003218,16,6,650.28,45.26,0.8374,0.1997,0.6046,0.752,11,1,24
U003219,8,9,190.07,19.71,0.4401,0.7719,0.4334,0.2435,0,1,11
U003220,20,7,784.2,42.1,0.5948,0.4318,0.5891,0.2788,2,3,1
U003221,3,1,60.9,18.69,0.6275,0.4001,0.1963,0.0885,3,2,18
U003222,9,5,527.6,61.85,0.7201,0.3623,0.4591,0.5906,5,5,11
U003223,8,3,311.95,35.29,0.43,0.6397,0.05,0.1489,4,1,0
U003224,14,8,343.55,27.22,0.6225,0.3941,0.4783,0.4366,5,1,9
U003225,38,21,2310.5,63.31,0.821,0.1372,0.8628,0.8009,8,7,7
U003226,11,9,308.53,41.01,0.6193,0.5316,0.4155,0.1943,2,2,10
U003227,17,8,1022.53,61.87,0.8003,0.2581,0.8134,0.5634,14,5,4
U003228,6,2,104.04,15.1,0.4193,0.6507,0.3176,0.114,3,0,2
U003229,5,3,197.21,50.55,0.4464,0.6068,0.637,0.0657,2,3,18
U003230,16,11,596.71,38.07,0.7229,0.2744,0.7799,0.5788,11,3,0
U003231,9,6,489.77,53.41,0.6098,0.4343,0.8214,0.4261,12,7,2
U003232,5,3,99.44,26.75,0.4129,0.5794,0.27,0.0631,5,1,2
U003233,11,7,348.21,38.11,0.5929,0.4481,0.3315,0.2547,7,1,13
U003234,7,4,70.98,9.45,0.5575,0.5101,0.1967,0.2441,0,0,13
U003235,19,11,819.05,50.57,0.7686,0.2994,0.9528,0.588,13,8,1
U003236,7,1,495.81,65.79,0.4761,0.5464,0.2469,0.0809,2,0,32
U003237,25,17,1072.16,45.84,0.7375,0.3985,0.668,0.7009,4,1,7
U003238,5,5,156.43,31.84,0.5716,0.5386,0.3628,0.3405,0,0,4
U003239,16,13,957.37,48.96,0.6146,0.5471,0.6285,0.6121,8,6,13
U003240,11,7,670.11,58.45,0.9794,0.0611,0.8572,0.8031,18,9,0
U003241,1,4,21.35,17.44,0.4317,0.6197,0.2092,0.1215,3,0,32
U003242,9,6,141.93,20.57,0.601,0.517,0.2573,0.1663,0,1,3
U003243,26,10,1066.2,40.51,0.8,0.2439,0.588,0.5091,5,3,5
U003244,6,4,38.24,6.22,0.4275,0.7344,0.2612,0.1989,2,0,33
U003245,27,13,1910.25,68.75,0.7726,0.282,0.7519,0.6691,10,4,4
U003246,30,11,1638.58,38.96,0.7338,0.3397,0.6817,0.7763,23,2,2
U003247,15,12,549.11,41.31,0.8566,0.1726,0.7066,0.4366,8,4,1
U003248,9,7,385.02,49.18,0.6245,0.3959,0.6272,0.5974,5,2,14
U003249,19,14,1320.3,66.39,0.7629,0.2797,0.8114,0.8261,6,11,1
U003250,14,11,721.88,48.37,0.8461,0.138,0.7494,0.5155,3,10,1
U003251,24,8,1708.64,67.55,0.4907,0.5285,0.8328,0.9057,16,9,8
U003252,4,7,196.79,44.52,0.5175,0.4312,0.2504,0.0,2,1,26
U003253,3,2,56.47,23.38,0.6591,0.3586,0.05,0.425,2,1,2
U003254,6,4,46.57,9.07,0.7831,0.3036,0.5081,0.1701,1,3,16
U003255,12,10,468.69,46.53,0.6803,0.4352,0.4665,0.5434,6,0,14
U003256,5,3,243.77,37.77,0.5338,0.5346,0.32,0.3082,6,3,6
U003257,15,8,390.51,26.73,0.8455,0.1625,0.6242,0.4023,4,7,2
U003258,12,7,240.16,21.87,0.6612,0.4885,0.5018,0.3795,6,2,78
U003259,9,5,257.17,27.09,0.5676,0.3926,0.3544,0.2809,3,0,48
U003260,8,5,429.61,51.65,0.7079,0.3699,0.5635,0.5623,7,3,1
U003261,22,11,976.87,41.56,0.6361,0.3537,0.7133,0.4281,13,8,2
U003262,9,3,195.49,25.39,0.5885,0.5536,0.407,0.3531,1,1,30
U003263,4,7,87.89,20.74,0.2585,0.9138,0.1339,0.2808,1,0,7
U003264,10,11,367.42,33.84,0.6182,0.3932,0.4886,0.3681,2,0,17
U003265,4,2,167.1,37.99,0.5703,0.2729,0.4998,0.1068,3,2,75
U003266,7,2,263.34,33.36,0.5326,0.5644,0.3652,0.1376,3,1,20
U003267,30,12,996.61,43.07,0.99,0.01,0.8191,0.995,4,8,2
U003268,9,6,284.32,27.59,0.4623,0.6549,0.2006,0.4581,2,1,15
U003269,15,7,598.41,44.4,0.7791,0.3072,0.5628,0.2948,5,1,2
U003270,5,5,203.5,47.5,0.7997,0.2388,0.655,0.4665,5,2,3
U003271,30,15,2116.69,87.51,0.7874,0.3366,0.7495,0.9416,13,6,5
U003272,4,1,78.22,26.68,0.3096,0.7107,0.3488,0.2967,3,1,52
U003273,5,3,259.55,56.04,0.5892,0.5298,0.485,0.2239,3,1,0
U003274,5,3,184.81,45.83,0.805,0.263,0.7254,0.5521,5,5,15
U003275,17,14,818.7,44.75,0.6888,0.3812,0.52,0.5057,9,4,4
U003276,10,9,472.67,45.36,0.6677,0.4055,0.7698,0.4318,6,4,12
U003277,7,6,369.38,39.85,0.5396,0.5259,0.602,0.399,1,4,5
U003278,6,4,162.0,29.49,0.5975,0.4974,0.3867,0.5479,2,1,6
U003279,20,11,774.43,43.28,0.7557,0.1859,0.3207,0.5859,3,4,0
U003280,4,1,196.19,50.34,0.7824,0.2291,0.421,0.4752,7,5,2
U003281,6,1,271.04,42.07,0.5786,0.5236,0.3597,0.4059,1,0,12
U003282,17,8,770.68,38.6,0.7245,0.2691,0.4488,0.3789,4,5,5
U003283,5,2,251.4,44.43,0.784,0.3285,0.5262,0.3183,3,3,4
U003284,9,6,364.25,47.93,0.7937,0.2255,0.8773,0.6747,6,5,7
U003285,34,14,1296.3,48.16,0.8732,0.1429,0.7682,0.6744,7,8,4
U003286,12,4,561.09,47.01,0.8233,0.282,0.5989,0.575,3,7,2
U003287,7,3,212.22,30.62,0.7459,0.2324,0.258,0.2475,3,1,20
U003288,8,5,319.33,37.74,0.5261,0.4614,0.3925,0.3874,4,5,3
U003289,11,8,499.26,43.36,0.7602,0.2923,0.4105,0.4918,5,9,5
U003290,9,10,110.48,20.43,0.6477,0.3554,0.4888,0.1396,1,4,9
U003291,6,4,209.03,31.0,0.3778,0.69,0.1479,0.184,1,3,3
U003292,15,5,639.53,36.83,0.8529,0.1711,0.6977,0.5692,8,8,1
U003293,25,10,1412.61,52.89,0.8515,0.0268,0.8287,0.6944,20,4,4
U003294,6,1,280.74,48.2,0.4998,0.6008,0.4823,0.3561,2,5,2
U003295,18,12,718.66,36.4,0.6675,0.4254,0.5224,0.3406,5,7,1
U003296,5,4,112.7,26.13,0.5078,0.4583,0.4527,0.1041,8,2,3
U003297,13,10,968.84,63.2,0.7459,0.3564,0.7459,0.5825,7,8,6
U003298,27,20,1368.99,53.47,0.99,0.1088,0.7281,0.7287,8,5,0
U003299,16,11,519.96,35.98,0.9187,0.08,0.5351,0.4286,11,2,5
U003300,6,2,277.06,47.14,0.6392,0.4285,0.3817,0.2263,1,2,4
U003301,11,10,280.06,20.18,0.8536,0.1335,0.4349,0.616,1,3,12
U003302,10,6,125.92,17.39,0.6252,0.3985,0.6111,0.3838,6,2,1
U003303,12,11,647.97,47.6,0.7483,0.3362,0.5119,0.3505,4,3,5
U003304,6,3,170.26,28.67,0.4743,0.6119,0.3495,0.1584,7,3,40
U003305,16,10,1146.13,67.48,0.808,0.2983,0.7716,0.729,9,1,0
U003306,4,1,187.63,46.48,0.686,0.4056,0.0786,0.153,2,1,33
U003307,5,3,213.87,34.14,0.6629,0.3543,0.2757,0.3481,2,1,4
U003308,7,6,459.89,43.92,0.7224,0.2382,0.5491,0.1476,8,1,9
U003309,9,5,198.59,18.81,0.4903,0.5975,0.2233,0.3026,2,1,38
U003310,8,1,175.12,20.03,0.6167,0.467,0.2527,0.3864,1,2,3
U003311,15,10,890.3,55.48,0.6838,0.5182,0.5008,0.3682,4,3,8
U003312,15,8,649.69,51.15,0.9101,0.2274,0.6671,0.685,8,3,6
U003313,9,9,431.8,44.12,0.7421,0.3033,0.5108,0.5145,6,1,28
U003314,13,5,316.06,30.25,0.8622,0.2521,0.5196,0.6406,3,1,1
U003315,14,6,442.79,35.14,0.7403,0.3436,0.5679,0.4707,6,3,2
U003316,5,3,117.63,28.25,0.3887,0.7679,0.2963,0.3445,3,1,4
U003317,3,2,131.88,44.03,0.426,0.6141,0.4186,0.2733,2,1,11
U003318,2,1,72.7,32.06,0.7186,0.3165,0.3974,0.541,7,2,0
U003319,12,8,518.81,49.08,0.8221,0.2265,0.6829,0.3691,4,2,6
U003320,19,16,1242.96,71.24,0.8759,0.2353,0.5823,0.7441,6,6,1
U003321,16,9,337.42,23.57,0.768,0.3318,0.6439,0.474,5,2,2
U003322,34,27,1972.26,56.79,0.7275,0.4512,0.8824,0.7637,5,1,0
U003323,9,6,205.35,17.34,0.5419,0.5002,0.2573,0.3667,1,2,14
U003324,5,3,181.25,40.19,0.5956,0.4692,0.3463,0.3745,3,2,10
U003325,10,8,405.61,44.85,0.7044,0.4367,0.4979,0.5806,9,5,21
U003326,6,3,161.28,37.32,0.7561,0.323,0.4569,0.7326,5,2,10
U003327,5,4,118.46,22.5,0.5571,0.6183,0.3136,0.3547,1,1,4
U003328,5,3,209.61,44.8,0.7014,0.3426,0.3779,0.2425,4,2,35
U003329,14,15,647.31,34.1,0.6821,0.3392,0.5968,0.5571,5,5,4
U003330,35,19,1640.68,50.78,0.7891,0.2057,0.5476,0.8399,12,5,25
U003331,6,4,61.41,9.29,0.6961,0.2928,0.3344,0.1591,1,2,12
U003332,14,7,757.06,64.69,0.7788,0.2045,0.6958,0.7782,15,12,2
U003333,17,7,410.49,22.12,0.563,0.5022,0.3905,0.4482,3,1,1
U003334,11,6,297.59,29.0,0.7489,0.3067,0.6713,0.185,3,3,4
U003335,7,2,147.1,38.83,0.5304,0.5118,0.4357,0.4371,0,1,0
U003336,3,1,55.52,18.13,0.5617,0.5299,0.2393,0.2655,3,1,45
U003337,15,14,953.86,45.75,0.637,0.3329,0.864,0.7095,13,9,1
U003338,16,8,445.59,44.72,0.545,0.5982,0.7329,0.4317,7,3,13
U003339,7,7,254.67,35.15,0.6354,0.411,0.2969,0.5928,3,3,4
U003340,15,6,776.01,45.94,0.99,0.1141,0.4775,0.7098,10,4,3
U003341,6,1,161.16,22.38,0.6155,0.4103,0.5077,0.3365,0,3,7
U003342,8,6,224.78,35.29,0.53,0.4814,0.4832,0.4466,1,1,4
U003343,18,8,514.3,32.72,0.6318,0.3545,0.7542,0.4904,10,5,0
U003344,2,1,12.79,5.79,0.4316,0.5379,0.0542,0.3684,3,0,13
U003345,21,17,852.56,49.29,0.8039,0.2565,1.0,0.419,6,7,2
U003346,12,11,214.42,20.85,0.6109,0.4611,0.356,0.1435,4,3,2
U003347,23,12,1330.67,55.97,0.8751,0.251,0.7133,0.7638,8,5,4
U003348,15,10,836.05,48.04,0.7893,0.2017,1.0,0.897,14,6,1
U003349,20,8,1080.82,55.87,0.99,0.1231,0.7093,0.6234,4,11,1
U003350,3,1,64.6,25.0,0.4927,0.4711,0.2642,0.3674,1,1,23
U003351,8,4,221.24,29.13,0.515,0.5973,0.2626,0.1558,3,2,4
U003352,3,3,116.91,44.21,0.4633,0.5456,0.386,0.0626,4,2,4
U003353,19,10,1085.17,49.36,0.9038,0.1314,0.8367,0.6386,13,8,0
U003354,12,7,442.66,46.65,0.826,0.323,0.617,0.4753,3,6,4
U003355,6,4,144.71,30.03,0.4528,0.6249,0.2106,0.6186,2,2,11
U003356,10,2,157.74,16.45,0.5426,0.5454,0.2118,0.6467,2,1,28
U003357,29,20,1464.69,47.41,0.8742,0.1954,1.0,0.9588,12,2,3
U003358,8,6,216.09,27.66,0.5475,0.532,0.4102,0.2514,1,2,3
U003359,18,18,941.92,46.2,0.6366,0.3224,0.7814,0.3951,9,0,0
U003360,23,17,1360.23,48.06,0.7071,0.4008,0.4306,0.501,13,3,0
U003361,4,2,124.3,35.26,0.5386,0.5989,0.3979,0.3536,2,1,15
U003362,4,3,223.42,46.96,0.9296,0.2248,0.6165,0.4655,7,5,2
U003363,18,16,819.58,42.74,0.6692,0.3745,0.6536,0.3929,12,3,3
U003364,4,2,79.58,15.89,0.5291,0.5881,0.5293,0.265,3,1,7
U003365,4,1,139.63,38.94,0.5045,0.5704,0.3587,0.1253,1,0,3
U003366,23,13,1302.55,56.99,0.7232,0.2482,0.5709,0.6974,9,5,4
U003367,5,1,112.9,24.57,0.4279,0.5868,0.4585,0.4699,7,1,9
U003368,6,1,364.88,51.73,0.772,0.244,0.5216,0.3476,7,4,8
U003369,16,9,718.48,41.65,0.99,0.0814,0.5518,0.6359,12,4,1
U003370,18,7,909.32,59.12,0.8269,0.2302,0.387,0.6895,3,7,16
U003371,9,6,370.74,47.72,0.565,0.4306,0.1712,0.4905,6,7,6
U003372,15,13,760.96,59.13,0.6883,0.2311,0.6157,0.2226,7,4,0
U003373,21,17,1396.93,54.84,0.5929,0.4238,0.6372,0.4087,3,2,12
U003374,9,4,502.95,48.77,0.5652,0.5366,0.3988,0.3542,2,3,4
U003375,9,5,327.59,39.43,0.5504,0.5737,0.1336,0.4824,3,3,28
U003376,10,5,411.91,38.95,0.6574,0.4002,0.135,0.132,4,1,21
U003377,2,2,39.3,21.74,0.4054,0.7358,0.0891,0.2123,4,0,8
U003378,19,12,664.98,35.18,0.6909,0.3656,0.7134,0.6423,2,6,4
U003379,12,11,352.79,31.1,0.8268,0.1267,0.2262,0.3882,2,6,9
U003380,16,6,475.12,48.75,0.7832,0.2173,0.5497,0.4729,5,5,9
U003381,9,4,214.84,24.72,0.5021,0.6099,0.3137,0.3381,6,1,1
U003382,19,14,1318.88,66.35,0.7795,0.324,1.0,0.8202,18,8,0
U003383,13,9,626.49,49.64,0.7407,0.2991,0.5924,0.5041,6,5,13
U003384,27,22,1806.49,59.13,0.7325,0.3994,0.455,0.6585,12,6,2
U003385,14,6,692.81,48.92,0.6229,0.4284,0.6607,0.4346,10,5,9
U003386,7,3,198.62,26.36,0.438,0.6479,0.1288,0.2608,2,0,9
U003387,4,2,166.75,33.19,0.4879,0.6814,0.1905,0.2383,1,2,45
U003388,9,6,328.9,30.35,0.7678,0.3468,0.51,0.5061,10,8,9
U003389,13,6,329.64,31.27,0.5126,0.4947,0.5722,0.2574,4,0,8
U003390,8,2,340.76,39.05,0.626,0.4298,0.54,0.525,1,2,18
U003391,24,11,879.3,33.89,0.7374,0.2975,0.8295,0.2745,2,3,1
U003392,10,3,465.97,53.02,0.72,0.3965,0.4126,0.5582,7,3,6
U003393,2,1,99.12,53.83,0.6883,0.3371,0.447,0.4047,4,4,12
U003394,27,16,1799.69,67.5,0.8045,0.3097,0.6568,0.8078,9,4,0
U003395,29,22,1683.81,43.58,0.8746,0.2632,0.4984,0.4768,3,4,12
U003396,15,12,417.7,28.56,0.9069,0.2259,0.7663,0.4365,12,5,32
U003397,8,4,258.75,32.39,0.6107,0.3919,0.2305,0.5419,4,3,0
U003398,5,3,193.03,34.97,0.4709,0.6005,0.0591,0.1599,5,2,10
U003399,6,5,267.4,43.91,0.6874,0.4388,0.2569,0.4212,2,2,2
U003400,16,12,647.38,46.97,0.7239,0.4102,0.8578,0.6119,3,4,5
U003401,29,15,2284.11,62.2,0.8342,0.2031,0.8043,0.3745,17,3,3
U003402,4,2,86.54,18.41,0.4918,0.6052,0.23,0.0,0,0,20
U003403,3,3,20.04,7.16,0.3624,0.6351,0.4556,0.2633,4,1,25
U003404,5,2,83.31,13.13,0.3776,0.6099,0.05,0.0994,3,0,7
U003405,2,3,10.0,5.0,0.6137,0.4556,0.1502,0.0,1,0,5
U003406,20,10,1514.16,85.01,0.8194,0.1866,1.0,0.7824,18,7,8
U003407,6,4,195.34,38.9,0.5963,0.4424,0.4193,0.2897,1,0,9
U003408,3,1,54.41,16.03,0.6129,0.461,0.2255,0.0632,1,0,11
U003409,4,2,136.66,39.16,0.5665,0.5157,0.2193,0.3305,2,2,5
U003410,5,1,167.12,37.2,0.4952,0.5449,0.3514,0.324,6,2,32
U003411,23,12,1581.0,75.43,0.6465,0.5146,0.4295,0.6599,9,7,1
U003412,0,2,10.0,23.05,0.6604,0.3924,0.5006,0.0708,2,2,3
U003413,7,3,237.49,33.93,0.8317,0.2068,0.4524,0.4775,6,3,23
U003414,26,12,2106.7,68.74,0.6781,0.1801,0.7935,0.6454,7,5,1
U003415,3,3,141.3,40.17,0.4248,0.5937,0.3,0.4046,0,0,0
U003416,5,4,89.12,16.87,0.3304,0.7113,0.3052,0.0,1,0,5
U003417,7,5,267.58,27.22,0.5535,0.5776,0.05,0.3346,1,1,38
U003418,12,12,437.79,32.11,0.7186,0.3483,0.5484,0.5191,8,2,6
U003419,16,6,1047.76,57.19,0.99,0.0218,0.3892,0.6408,17,8,2
U003420,32,20,2036.85,55.22,0.7632,0.2995,0.5217,0.5183,4,2,21
U003421,8,6,270.78,33.01,0.4442,0.5902,0.169,0.0,5,0,1
U003422,11,6,359.04,31.69,0.566,0.5157,0.4146,0.3821,5,1,4
U003423,5,1,177.06,32.56,0.2373,0.8735,0.2593,0.2708,4,0,6
U003424,12,11,484.16,52.64,0.8156,0.258,0.7566,0.5474,5,3,16
U003425,7,5,257.78,41.08,0.5314,0.6552,0.3705,0.4097,5,0,1
U003426,4,2,164.3,42.52,0.6085,0.4816,0.4716,0.4435,5,1,22
U003427,21,13,606.65,26.79,0.6548,0.4084,0.5794,0.5653,7,8,2
U003428,9,8,92.67,11.48,0.5181,0.6751,0.4528,0.0513,5,1,0
U003429,5,2,266.27,50.99,0.731,0.2801,0.4536,0.2141,3,3,15
U003430,18,9,704.75,42.31,0.8416,0.2322,0.9018,0.4868,5,8,8
U003431,32,13,1892.07,56.96,0.808,0.1977,0.6999,0.6301,10,2,1
U003432,1,1,24.95,30.55,0.5697,0.4205,0.05,0.2623,6,1,9
U003433,5,6,263.2,48.77,0.4895,0.7091,0.5193,0.4632,4,3,5
U003434,11,7,209.72,21.87,0.5678,0.5641,0.1488,0.2045,8,4,13
U003435,15,10,511.06,35.32,0.5418,0.4852,0.2302,0.2608,1,2,7
U003436,8,5,458.32,54.38,0.6931,0.3714,0.1801,0.4606,6,5,6
U003437,14,11,386.42,27.18,0.5163,0.4669,0.1288,0.4399,0,2,5
U003438,5,2,60.84,12.75,0.4825,0.5939,0.207,0.414,2,2,10
U003439,17,10,1254.2,63.48,0.9855,0.1014,0.7729,0.6262,13,4,3
U003440,13,7,461.3,36.29,0.7112,0.2771,0.3848,0.1703,2,2,14
U003441,12,7,480.68,35.22,0.7339,0.3672,0.7946,0.5625,8,4,9
U003442,15,7,462.38,36.85,0.5447,0.5386,0.3041,0.5415,9,6,6
U003443,13,2,439.56,30.14,0.7755,0.2961,0.4604,0.3522,5,3,3
U003444,8,8,53.52,8.62,0.5309,0.6076,0.2155,0.1186,3,0,13
U003445,19,6,827.02,49.61,0.7675,0.3195,0.667,0.5389,9,6,5
U003446,11,6,358.96,27.27,0.9061,0.037,0.4954,0.7682,8,8,3
U003447,14,9,673.75,39.05,0.6508,0.2911,0.5516,0.3225,4,2,20
U003448,19,9,1222.53,58.98,0.701,0.313,0.6023,0.7023,9,4,3
U003449,11,9,440.12,30.09,0.5602,0.4681,0.482,0.3553,2,1,1
U003450,6,2,102.7,17.25,0.4444,0.5901,0.2607,0.2899,1,2,17
U003451,15,9,990.92,58.93,0.9544,0.0526,0.8259,0.5656,9,7,2
U003452,24,13,778.44,35.12,0.7929,0.2486,0.6935,0.6403,16,6,0
U003453,2,1,60.9,35.01,0.5172,0.4798,0.5467,0.0972,2,2,12
U003454,17,15,941.75,57.21,0.8724,0.2349,0.6525,0.6739,12,8,12
U003455,30,24,1624.08,58.04,0.8524,0.1987,0.7791,0.7774,13,8,1
U003456,7,2,179.27,40.01,0.5898,0.424,0.1752,0.1447,0,2,9
U003457,5,3,123.36,37.1,0.2458,0.7779,0.1873,0.1048,0,1,3
U003458,13,10,567.47,44.93,0.635,0.5407,0.3743,0.1921,3,2,17
U003459,4,6,81.15,22.22,0.5937,0.5098,0.3517,0.3779,5,2,12
U003460,4,3,102.71,26.65,0.7241,0.2824,0.3207,0.0,1,3,12
U003461,8,6,249.55,26.29,0.7165,0.3048,0.3176,0.0483,4,0,7
U003462,4,3,135.99,34.4,0.5535,0.4412,0.2955,0.2474,2,2,4
U003463,2,1,100.65,43.98,0.5209,0.5298,0.2915,0.144,1,2,15
U003464,6,2,254.72,37.56,0.632,0.4598,0.2092,0.3225,2,2,7
U003465,14,5,633.66,45.91,0.6127,0.5577,0.6592,0.3102,6,3,4
U003466,14,5,528.92,33.08,0.7143,0.3336,0.6502,0.4301,4,4,2
U003467,5,6,175.05,31.03,0.7875,0.2507,0.8606,0.3992,7,4,1
U003468,9,5,255.35,32.87,0.6665,0.5192,0.36,0.2531,3,4,6
U003469,17,9,653.16,43.59,0.709,0.4548,0.5549,0.7363,6,8,2
U003470,13,8,575.24,46.84,0.9228,0.1578,0.3604,0.6353,1,5,0
U003471,3,2,74.17,31.39,0.4253,0.5324,0.2209,0.3735,2,1,4
U003472,24,14,1086.4,36.69,0.6151,0.4894,0.5583,0.4878,11,2,13
U003473,22,17,741.27,39.06,0.7412,0.3399,0.6523,0.7067,12,8,3
U003474,7,6,245.07,38.3,0.6478,0.2923,0.5772,0.2644,5,3,1
U003475,11,11,731.2,60.37,0.5525,0.4764,0.6453,0.5151,4,4,5
U003476,14,4,466.33,41.47,0.6986,0.425,0.4623,0.2633,2,2,14
U003477,17,7,1172.33,57.24,0.6103,0.5406,0.5605,0.4986,4,2,6
U003478,16,9,810.28,52.47,0.7303,0.2348,0.4636,0.4493,6,2,7
U003479,1,1,33.38,32.44,0.4955,0.6227,0.4995,0.2501,0,2,20
U003480,26,23,1439.39,45.27,0.8312,0.3189,0.7807,0.8358,10,6,0
U003481,20,15,1378.19,69.43,0.7311,0.3319,0.6105,0.4862,7,10,3
U003482,4,2,103.0,27.49,0.6166,0.5214,0.05,0.0557,2,2,45
U003483,5,3,118.42,21.53,0.6379,0.4386,0.4308,0.1823,1,1,1
U003484,14,10,327.56,26.18,0.6734,0.4046,0.441,0.1835,0,1,2
U003485,2,3,40.63,21.41,0.5985,0.3506,0.4467,0.109,2,0,2
U003486,11,7,381.47,34.86,0.3617,0.6513,0.664,0.0799,2,4,11
U003487,19,8,1512.95,71.66,0.8249,0.2723,0.6308,0.4705,14,6,8
U003488,7,2,217.21,33.69,0.6532,0.3897,0.3094,0.2642,2,1,22
U003489,9,8,354.66,37.2,0.3651,0.6407,0.5042,0.4419,2,3,5
U003490,10,4,530.09,50.21,0.7199,0.3026,0.7564,0.5259,7,5,1
U003491,5,1,78.29,15.0,0.362,0.742,0.2211,0.3265,2,0,39
U003492,9,4,333.68,30.85,0.6727,0.338,0.7788,0.5146,2,1,1
U003493,7,3,261.09,41.86,0.6432,0.4893,0.1027,0.1322,2,1,17
